lgd,state,district,rwi_mean,rwi_spread,nl_2023,nl_2012,elev_mean,elev_range,nfhs4_ins,nfhs5_ins,irrig_pct,rbi_total,rbi_bc,rbi_branch,rbi_rural,cap_total,nrlm_shg,pmgsy_roads,cdr_latest,deposit_latest,advance_latest,pmjdy_total,pmjdy_zerobal,pmjdy_rural,pmjdy_rupay,pmjdy_female,kcc_total,digi_cov_pct
340,Jharkhand,Sahebganj,-0.223,2.068,0.604,0.2279,89.9,475.0,10.5,63.1,15.8,4169.0,4039.0,83.0,3583.0,29.0,12559.0,65.0,37.51,397517.0,2618.0,1014387.0,73530.0,,650516.0,556561.0,43306.0,
341,Jharkhand,Saraikela Kharsawan,-0.175,2.292,1.4046,0.9557,241.9,818.0,,,8.8,,,,,176.0,9802.0,92.0,,,,,,,,,,
342,Jharkhand,Simdega,-0.46,1.804,0.0989,0.0262,417.3,552.0,10.6,60.6,5.2,1853.0,1780.0,47.0,1611.0,15.0,7245.0,55.0,30.55,226223.0,1898.0,369380.0,21411.0,,270525.0,210545.0,22756.0,
343,Jharkhand,West Singhbhum,-0.331,2.23,0.464,0.2454,381.0,777.0,,,71.4,,,,,79.0,14060.0,224.0,21.56,113086.0,46338.0,868353.0,56688.0,,611386.0,486896.0,71834.0,
344,Odisha,Anugul,-0.226,2.364,0.986,0.8781,213.8,1161.0,60.5,63.1,13.6,2950.0,2493.0,197.0,2520.0,80.0,,248.0,,,,,,,,,,
345,Odisha,Balangir,-0.258,2.163,0.6826,0.266,238.9,865.0,50.1,44.0,8.7,4647.0,4236.0,202.0,3863.0,74.0,,524.0,81.37,10406.08,,15240.0,,,,,454.0,19.26
346,Odisha,Baleshwar,-0.132,2.234,1.0659,0.5285,33.9,713.0,41.6,40.6,20.8,4847.0,4204.0,284.0,3634.0,151.0,34305.0,601.0,66.04,21916.15,,56964.0,,,,,1386.0,22.93
347,Odisha,Bargarh,-0.214,2.309,0.612,0.3208,225.9,902.0,52.2,45.5,26.8,3394.0,3012.0,190.0,2807.0,44.0,16989.0,330.0,82.68,10817.71,,80165.0,,,,,720.0,20.33
348,Odisha,Bhadrak,-0.077,2.272,0.9898,0.4179,10.4,94.0,34.3,44.9,37.3,3125.0,2715.0,169.0,2577.0,27.0,20960.0,456.0,68.49,10907.49,,51170.0,,,,,300.0,19.79
349,Odisha,Boudh,-0.363,2.045,0.2375,0.0517,212.0,921.0,,,31.7,1363.0,1256.0,52.0,1210.0,1493.0,5833.0,165.0,86.54,2518.94,,52034.0,,,,,12.0,19.05
350,Odisha,Cuttack,0.023,2.41,1.6057,0.8883,66.1,756.0,34.2,42.3,33.3,4512.0,3396.0,483.0,3211.0,470.0,30906.0,381.0,61.87,46987.73,,90665.0,,,,,1602.0,26.9
351,Odisha,Deogarh,-0.387,1.708,0.202,0.0665,260.2,705.0,,,10.0,870.0,786.0,41.0,719.0,11.0,5772.0,137.0,68.53,,,10796.0,,,,,45.0,29.9
352,Odisha,Dhenkanal,-0.193,2.395,0.9902,0.6394,113.6,733.0,52.5,55.2,9.1,2715.0,2394.0,157.0,2212.0,42.0,17846.0,269.0,80.28,10317.92,,41205.0,,,,,1153.0,22.34
353,Odisha,Gajapati,-0.407,2.177,0.1588,0.0382,520.5,1465.0,48.1,39.6,32.8,1020.0,880.0,62.0,910.0,24.0,9000.0,199.0,66.91,,,19961.0,,,,,204.0,19.32
354,Odisha,Ganjam,-0.142,2.458,0.6968,0.3087,143.0,1431.0,42.0,51.9,49.3,7645.0,6563.0,461.0,5681.0,157.0,39648.0,402.0,66.96,34018.81,,121910.0,,,,,576.0,28.16
355,Odisha,Jagatsinghapur,0.074,2.088,2.6103,1.2106,7.6,107.0,51.2,56.8,41.1,1644.0,1260.0,169.0,1369.0,68.0,19208.0,183.0,63.85,,,39282.0,,,,,,24.04
356,Odisha,Jajapur,0.001,2.183,2.2514,1.6639,55.0,878.0,51.7,53.9,18.9,,,,,72.0,,340.0,,,,,,,,,,
357,Odisha,Jharsuguda,-0.121,2.115,1.9135,1.2502,222.7,324.0,43.0,37.7,98.6,1095.0,847.0,106.0,724.0,44.0,5890.0,102.0,184.5,11143.51,,20019.0,,,,,75.0,33.59
358,Odisha,Kalahandi,-0.317,2.3,0.4345,0.1497,376.5,1191.0,50.4,48.6,21.2,3747.0,3404.0,171.0,3324.0,43.0,21042.0,395.0,88.21,7488.98,,54473.0,,,,,229.0,20.49
359,Odisha,Kandhamal,-0.441,2.148,0.1176,0.0244,626.0,1213.0,61.8,54.5,7.2,1101.0,938.0,78.0,928.0,14.0,12746.0,155.0,76.93,,,25338.0,,,,,132.0,23.68
360,Odisha,Kendrapara,0.016,2.248,0.8507,0.2745,4.8,61.0,55.5,50.0,30.3,2096.0,1766.0,142.0,1678.0,52.0,23338.0,396.0,78.91,,,49757.0,,,,,3021.0,20.71
361,Odisha,Kendujhar,-0.27,2.352,0.7754,0.4349,381.3,1109.0,47.8,43.3,12.9,,,,,90.0,24800.0,532.0,,,,,,,,,,
362,Odisha,Khordha,0.103,2.602,2.6793,1.4912,56.7,969.0,38.0,43.2,19.4,,,,,1243.0,19480.0,350.0,70.73,218686.37,,77752.0,,,,,540.0,43.34
363,Odisha,Koraput,-0.338,2.36,0.4331,0.1398,756.4,1547.0,42.2,54.6,11.5,2864.0,2545.0,153.0,2443.0,62.0,17178.0,287.0,64.74,9668.89,,47660.0,,,,,465.0,26.49
364,Odisha,Malkangiri,-0.314,2.11,0.2136,0.0461,331.4,1239.0,58.9,47.0,14.7,2253.0,2136.0,62.0,2017.0,9.0,8304.0,33.0,77.82,,,21183.0,,,,,324.0,15.83
365,Odisha,Mayurbhanj,-0.272,2.326,0.268,0.208,313.0,1194.0,39.9,46.5,15.8,4939.0,4326.0,300.0,4319.0,84.0,35678.0,873.0,61.11,,,87045.0,,,,,651.0,20.88
366,Odisha,Nabarangpur,-0.376,1.944,0.4266,0.0481,595.6,757.0,48.5,48.4,6.0,,,,,12.0,13480.0,256.0,84.56,3714.61,,42178.0,,,,,445.0,17.88
367,Odisha,Nayagarh,-0.289,2.019,0.3176,0.1431,174.9,885.0,53.4,49.3,19.1,2201.0,1915.0,136.0,1924.0,25.0,15447.0,131.0,77.34,6512.36,,33263.0,,,,,42.0,23.57
368,Odisha,Nuapada,-0.26,2.102,0.4188,0.1169,366.3,820.0,55.1,45.3,10.7,2014.0,1792.0,129.0,1717.0,12.0,8721.0,209.0,69.42,3014.51,,21091.0,,,,,145.0,17.85
369,Odisha,Puri,-0.109,2.381,0.954,0.3741,6.8,173.0,57.8,61.5,28.6,4308.0,3751.0,243.0,3379.0,106.0,27255.0,526.0,64.07,,,58683.0,,,,,2523.0,22.13
370,Odisha,Rayagada,-0.401,2.681,0.2123,0.083,484.2,1461.0,54.3,45.5,15.4,1760.0,1511.0,118.0,1462.0,41.0,11989.0,338.0,130.97,,,33437.0,,,,,596.0,21.83
371,Odisha,Sambalpur,-0.283,2.747,0.7439,0.4278,256.8,678.0,50.5,49.3,23.1,2299.0,1804.0,212.0,1418.0,166.0,11528.0,309.0,88.38,30873.48,,35965.0,,,,,556.0,28.07
372,Odisha,Sonepur,-0.257,1.835,0.6101,0.2653,141.4,547.0,60.4,45.8,41.8,1610.0,1448.0,83.0,1447.0,15.0,8295.0,226.0,81.17,3650.75,,21079.0,,,,,159.0,19.29
373,Odisha,Sundargarh,-0.296,2.43,0.9303,0.4141,315.0,979.0,50.8,39.3,7.4,3782.0,3095.0,286.0,2890.0,301.0,23168.0,424.0,69.15,35950.34,,72316.0,,,,,506.0,27.08
374,Chhattisgarh,Bastar,-0.382,2.341,0.3443,0.1023,600.7,979.0,0.0,69.3,2.6,1738.0,1516.0,110.0,1393.0,59.0,11864.0,568.0,65.296,7731.85,5048.59,,,,,,,
375,Chhattisgarh,Bilaspur,-0.173,2.522,1.2188,0.9218,402.2,936.0,0.0,60.4,35.5,4163.0,3573.0,253.0,2910.0,361.0,14896.0,541.0,58.9873,36796.48,21705.25,,,,,,,
376,Chhattisgarh,Dantewada,-0.441,2.411,0.1994,0.0692,322.7,1237.0,0.0,82.2,0.5,,,,,4.0,3223.0,110.0,109.367,3175.72,3473.19,,,,,,,
377,Chhattisgarh,Dhamtari,-0.212,2.076,0.4675,0.2359,393.7,489.0,83.2,86.8,64.7,1759.0,1580.0,101.0,1450.0,58.0,8835.0,218.0,66.4998,6282.47,4177.83,,,,,,,
378,Chhattisgarh,Durg,-0.126,2.471,1.411,1.0009,310.5,466.0,0.0,67.0,40.0,3640.0,3082.0,238.0,3180.0,799.0,27798.0,529.0,57.5266,38365.8,22070.55,,,,,,,
379,Chhattisgarh,Janjgir-champa,-0.114,1.966,1.3867,1.3061,248.8,706.0,70.1,74.0,50.6,3191.0,2725.0,218.0,2689.0,62.0,10659.0,478.0,58.6574,7577.72,4444.89,,,,,,,
380,Chhattisgarh,Jashpur,-0.358,1.986,0.3905,0.1012,647.0,884.0,78.1,80.6,5.0,2066.0,1902.0,93.0,1604.0,14.0,11903.0,394.0,50.6686,4848.92,2456.88,,,,,,,
381,Chhattisgarh,Kanker,-0.396,2.167,0.2087,0.082,430.6,674.0,78.9,84.8,11.1,1743.0,1579.0,88.0,1519.0,30.0,10443.0,262.0,68.314,4585.08,3132.25,,,,,,,
382,Chhattisgarh,Kabirdham,-0.241,2.297,0.5589,0.4237,479.6,750.0,,,28.9,,,,,18.0,,426.0,86.2443,3669.4,3164.65,,,,,,,
383,Chhattisgarh,Korba,-0.292,2.389,1.0544,0.8074,420.1,856.0,62.3,60.6,,3142.0,2846.0,124.0,2568.0,166.0,11835.0,398.0,71.917,13099.19,9420.54,,,,,,,
384,Chhattisgarh,Korea,-0.376,2.28,0.3169,0.1739,599.2,689.0,,,7.4,,,,,15.0,3992.0,281.0,38.0816,2520.43,959.82,,,,,,,
385,Chhattisgarh,Mahasamund,-0.233,2.134,0.7584,0.4024,301.4,489.0,73.1,76.2,30.9,2848.0,2632.0,118.0,2380.0,36.0,13502.0,333.0,88.4504,5826.11,5153.22,,,,,,,
386,Chhattisgarh,Raigarh,-0.254,2.053,1.1175,0.9152,338.2,956.0,18.9,26.3,19.0,4072.0,3777.0,140.0,3376.0,125.0,13609.0,573.0,89.6483,11981.59,10741.29,,,,,,,
387,Chhattisgarh,Raipur,-0.135,2.63,1.2563,0.8222,335.5,823.0,0.0,76.9,45.0,4791.0,3408.0,539.0,1805.0,1180.0,10991.0,646.0,129.0843,100467.1,129687.29,,,,,,,
388,Chhattisgarh,Rajnandgaon,-0.26,2.185,0.5083,0.3486,383.8,547.0,76.6,80.8,21.1,2516.0,2282.0,117.0,2003.0,96.0,,714.0,64.158,9674.32,6206.85,,,,,,,
389,Chhattisgarh,Surguja,-0.355,2.311,0.4405,0.1443,600.0,1000.0,0.0,65.1,8.4,2770.0,2560.0,99.0,2342.0,59.0,11456.0,1152.0,52.5357,9387.68,4931.88,,,,,,,
390,Madhya Pradesh,Anuppur,-0.291,1.874,0.6445,0.3967,673.4,762.0,26.8,52.8,2.7,2377.0,2257.0,59.0,2049.0,11.0,7674.0,349.0,32.48,561611.09,182386.84,,,,,,,
391,Madhya Pradesh,Ashoknagar,-0.378,2.415,0.5673,0.1812,453.2,251.0,19.0,34.2,41.3,2636.0,2496.0,76.0,2226.0,2.0,5162.0,131.0,128.11,329367.26,421955.72,,,,,,,
392,Madhya Pradesh,Balaghat,-0.287,2.816,0.3061,0.1207,475.0,672.0,17.7,68.4,50.0,5445.0,5202.0,128.0,4456.0,97.0,18409.0,627.0,70.91,828416.48,587401.66,,,,,,,
393,Madhya Pradesh,Barwani,-0.34,2.323,0.4088,0.1308,373.1,964.0,27.4,29.2,30.5,3399.0,3196.0,117.0,1993.0,44.0,10846.0,296.0,118.86,532220.27,632594.19,,,,,,,
394,Madhya Pradesh,Betul,-0.383,2.46,0.2845,0.0998,605.9,855.0,19.2,51.3,30.2,4279.0,3961.0,159.0,3404.0,62.0,12848.0,533.0,69.11,1103555.75,762675.18,,,,,,,
395,Madhya Pradesh,Bhind,-0.277,2.203,0.963,0.3592,151.5,157.0,11.2,31.0,39.3,3630.0,3420.0,87.0,2454.0,26.0,4727.0,321.0,60.78,665927.49,404778.32,,,,,,,
396,Madhya Pradesh,Bhopal,-0.036,2.866,3.2924,1.9316,485.8,230.0,35.9,50.7,59.2,5651.0,3930.0,603.0,2434.0,1503.0,4439.0,58.0,77.64,15553136.8,12075479.4,,,,,,,
397,Madhya Pradesh,Burhanpur,-0.353,2.444,0.326,0.1069,374.0,695.0,40.4,42.2,36.2,1488.0,1344.0,71.0,1100.0,84.0,2718.0,128.0,88.02,458087.58,403222.2,,,,,,,
398,Madhya Pradesh,Chhatarpur,-0.359,2.391,0.7079,0.2648,288.8,477.0,7.4,17.1,44.2,5300.0,5004.0,145.0,4061.0,32.0,11143.0,413.0,50.97,1139421.07,580794.24,,,,,,,
399,Madhya Pradesh,Chhindwara,-0.376,2.633,0.3637,0.1248,643.0,953.0,14.8,48.5,29.6,5014.0,4641.0,172.0,3912.0,108.0,12555.0,607.0,84.79,1244072.95,1054858.51,,,,,,,
400,Madhya Pradesh,Damoh,-0.312,2.271,0.4708,0.2333,393.8,500.0,14.2,21.6,39.2,5015.0,4840.0,88.0,4186.0,38.0,12562.0,291.0,67.4,602730.09,406241.63,,,,,,,
401,Madhya Pradesh,Datia,-0.302,2.099,0.9479,0.4934,202.1,265.0,12.9,30.9,77.2,1661.0,1534.0,63.0,1229.0,27.0,4411.0,153.0,77.11,408113.29,314685.15,,,,,,,
402,Madhya Pradesh,Dewas,-0.244,2.266,0.8049,0.2918,415.3,589.0,16.3,35.1,48.4,3994.0,3610.0,185.0,3032.0,133.0,8142.0,280.0,134.9,1052186.12,1419400.76,,,,,,,
403,Madhya Pradesh,Dhar,-0.238,2.318,0.8867,0.2987,388.4,667.0,7.9,30.3,49.8,6324.0,5844.0,260.0,4812.0,94.0,15574.0,676.0,122.31,1345723.76,1645985.24,,,,,,,
404,Madhya Pradesh,Dindori,-0.411,2.112,0.3198,0.036,763.4,656.0,35.6,47.2,1.5,1948.0,1857.0,45.0,1578.0,15.0,8875.0,312.0,50.73,233006.66,118214.02,,,,,,,
405,Madhya Pradesh,East Nimar,-0.308,2.443,0.4325,0.173,317.4,608.0,,,43.5,2344.0,2084.0,132.0,1779.0,65.0,6984.0,335.0,114.84,732725.93,841435.22,,,,,,,
406,Madhya Pradesh,Guna,-0.409,2.37,0.688,0.2905,443.7,271.0,16.5,43.1,46.8,3773.0,3545.0,111.0,3057.0,50.0,10526.0,231.0,120.56,609221.48,734478.13,,,,,,,
407,Madhya Pradesh,Gwalior,-0.161,2.484,1.6212,0.8418,254.7,307.0,15.9,40.6,54.3,5082.0,4199.0,297.0,2737.0,786.0,5064.0,119.0,67.65,3901014.49,2639168.22,,,,,,,
408,Madhya Pradesh,Harda,-0.214,2.181,0.5365,0.1838,352.1,508.0,16.6,33.3,80.1,1878.0,1710.0,92.0,1411.0,34.0,3329.0,155.0,133.54,2613.61,1693.91,,,,,,,
409,Madhya Pradesh,Narmadapuram,-0.133,2.281,0.5826,0.2684,389.8,1068.0,,,86.4,2903.0,2486.0,211.0,1997.0,120.0,7268.0,227.0,97.07,1290957.28,1253133.94,,,,,,,
410,Madhya Pradesh,Indore,0.07,2.705,3.9681,1.6222,543.2,576.0,15.7,40.3,59.7,8434.0,6280.0,839.0,4028.0,2552.0,4416.0,116.0,103.57,11907647.13,12333253.94,,,,,,,
411,Madhya Pradesh,Jabalpur,-0.134,2.306,1.7193,1.0054,427.3,440.0,36.3,61.2,50.1,5335.0,4305.0,389.0,3243.0,781.0,10542.0,178.0,69.63,5075030.15,3533655.81,,,,,,,
412,Madhya Pradesh,Jhabua,-0.255,1.822,0.6812,0.1667,385.1,354.0,2.6,43.7,24.2,3728.0,3594.0,79.0,2965.0,24.0,11641.0,346.0,121.59,325201.04,395407.77,,,,,,,
413,Madhya Pradesh,Katni,-0.277,2.162,0.8199,0.4756,423.5,378.0,17.2,18.1,39.0,3911.0,3609.0,121.0,3408.0,72.0,10536.0,199.0,67.82,935147.08,634242.83,,,,,,,
414,Madhya Pradesh,Khargone,-0.322,2.126,0.5269,0.1829,327.3,861.0,,,44.6,,,,,88.0,11481.0,533.0,133.46,1062689.74,1418230.99,,,,,,,
415,Madhya Pradesh,Mandla,-0.369,2.26,0.3159,0.0788,566.2,593.0,37.7,42.6,6.7,2381.0,2195.0,87.0,1947.0,16.0,12615.0,467.0,51.18,565255.03,289315.8,,,,,,,
416,Madhya Pradesh,Mandsaur,-0.252,2.272,0.8084,0.2949,438.4,218.0,10.5,48.4,47.2,3934.0,3648.0,148.0,2946.0,110.0,4186.0,422.0,130.43,772508.53,1007588.75,,,,,,,
417,Madhya Pradesh,Morena,-0.201,2.561,0.921,0.3775,196.5,340.0,10.6,36.3,67.1,5911.0,5678.0,97.0,4179.0,67.0,7853.0,432.0,84.96,752733.64,639540.07,,,,,,,
418,Madhya Pradesh,Narsinghpur,-0.267,2.038,0.7514,0.2887,396.5,653.0,13.9,49.4,59.1,2818.0,2557.0,135.0,2284.0,58.0,8669.0,203.0,102.69,746432.19,766520.86,,,,,,,
419,Madhya Pradesh,Neemuch,-0.254,2.152,0.708,0.3447,463.6,267.0,6.7,43.3,46.3,2428.0,2239.0,99.0,1948.0,53.0,3400.0,219.0,106.36,612886.07,651863.97,,,,,,,
420,Madhya Pradesh,Panna,-0.391,2.197,0.4043,0.1021,365.2,545.0,15.5,12.6,31.9,2823.0,2685.0,71.0,1737.0,9.0,9651.0,228.0,43.06,480421.31,206885.06,,,,,,,
421,Madhya Pradesh,Raisen,-0.263,2.042,0.6378,0.2384,440.3,442.0,22.7,41.0,49.7,3044.0,2721.0,171.0,2106.0,39.0,10121.0,259.0,144.83,694942.56,1006453.15,,,,,,,
422,Madhya Pradesh,Rajgarh,-0.352,1.982,0.7178,0.3131,425.9,260.0,22.4,27.1,50.0,4746.0,4471.0,148.0,3335.0,28.0,15160.0,452.0,170.38,576219.1,981741.95,,,,,,,
423,Madhya Pradesh,Ratlam,-0.223,2.089,0.9838,0.3182,457.5,352.0,7.0,37.9,42.1,4507.0,4144.0,182.0,3341.0,299.0,7509.0,466.0,137.8,1010234.91,1392147.3,,,,,,,
424,Madhya Pradesh,Rewa,-0.244,2.236,1.0944,0.4644,291.6,659.0,20.1,29.4,28.4,7244.0,6935.0,161.0,6303.0,97.0,12384.0,514.0,50.79,1726355.14,876738.65,,,,,,,
425,Madhya Pradesh,Sagar,-0.251,2.537,0.7388,0.4209,461.2,350.0,10.0,27.5,54.5,5402.0,4910.0,225.0,3806.0,191.0,17640.0,509.0,64.59,1810641.27,1169494.99,,,,,,,
426,Madhya Pradesh,Satna,-0.266,2.369,1.0449,0.5,358.8,601.0,23.8,22.0,40.5,5749.0,5446.0,153.0,4985.0,117.0,8462.0,461.0,50.83,1430145.4,726949.0,,,,,,,
427,Madhya Pradesh,Sehore,-0.258,2.204,0.7142,0.2697,443.2,409.0,16.1,33.2,64.1,3934.0,3612.0,169.0,2864.0,56.0,7761.0,410.0,125.11,866163.6,1083621.45,,,,,,,
428,Madhya Pradesh,Seoni,-0.329,2.096,0.3505,0.1254,532.9,605.0,21.6,44.6,31.7,3512.0,3308.0,102.0,2919.0,41.0,13896.0,570.0,85.53,683804.97,584892.54,,,,,,,
429,Madhya Pradesh,Shahdol,-0.34,2.309,0.4716,0.1608,452.4,813.0,21.2,58.4,14.2,4743.0,4554.0,84.0,4266.0,32.0,12495.0,286.0,45.48,760462.22,345847.64,,,,,,,
430,Madhya Pradesh,Shajapur,-0.315,1.887,0.672,0.2949,449.8,299.0,0.0,34.3,50.2,3529.0,3324.0,116.0,2738.0,49.0,5453.0,403.0,181.46,452178.42,820515.65,,,,,,,
431,Madhya Pradesh,Sheopur,-0.402,2.154,0.2815,0.1077,304.2,373.0,22.4,27.1,70.7,2195.0,2130.0,33.0,1613.0,11.0,5777.0,174.0,107.19,204642.46,219359.05,,,,,,,
432,Madhya Pradesh,Shivpuri,-0.356,2.375,0.52,0.1628,383.8,364.0,16.9,38.9,49.3,4747.0,4536.0,109.0,4015.0,59.0,12720.0,530.0,75.59,718131.82,542854.85,,,,,,,
433,Madhya Pradesh,Sidhi,-0.33,2.179,0.6749,0.1692,366.9,599.0,20.8,26.1,26.8,5349.0,5220.0,74.0,4767.0,31.0,10248.0,451.0,40.75,576600.1,234969.38,,,,,,,
434,Madhya Pradesh,Tikamgarh,-0.299,2.246,0.9449,0.3476,288.9,270.0,7.8,40.5,76.2,4098.0,3964.0,72.0,3584.0,14.0,6840.0,377.0,50.15,486265.3,243874.96,,,,,,,
435,Madhya Pradesh,Ujjain,-0.18,2.139,1.2189,0.4839,490.0,149.0,10.3,35.7,51.0,4339.0,3757.0,269.0,2714.0,358.0,7538.0,396.0,113.51,2239636.67,2542279.48,,,,,,,
436,Madhya Pradesh,Umaria,-0.362,1.959,0.3198,0.1254,467.1,670.0,23.5,19.9,21.5,2009.0,1906.0,44.0,1714.0,57.0,6030.0,180.0,35.29,388306.23,137018.41,,,,,,,
437,Madhya Pradesh,Vidisha,-0.347,2.453,0.6402,0.2445,452.1,307.0,10.6,48.2,49.7,3638.0,3359.0,142.0,2675.0,706.0,10508.0,367.0,122.84,848529.4,1042375.91,,,,,,,
438,Gujarat,Ahmadabad,-0.118,2.793,3.03,1.3813,25.7,128.0,,,40.3,,,,,8834.0,10429.0,13.0,115.09,40042405.03,46086211.85,1477963.0,122213.0,420874.0,1138467.0,,123873.0,
439,Gujarat,Amreli,-0.175,2.073,0.5816,0.2977,144.7,652.0,11.8,47.7,25.3,1645.0,1285.0,179.0,998.0,197.0,8220.0,21.0,77.86,1456356.71,1133982.75,306931.0,21048.0,248126.0,206493.0,,182114.0,
440,Gujarat,Anand,0.124,2.233,1.6744,0.7823,22.9,89.0,14.5,36.2,90.2,2761.0,1961.0,392.0,1141.0,886.0,12049.0,117.0,41.79,4902003.32,2048710.13,661873.0,54364.0,568102.0,481889.0,,113238.0,
441,Gujarat,Banas Kantha,-0.189,2.572,0.5385,0.2188,132.7,1070.0,20.9,41.0,55.8,3752.0,3337.0,191.0,3007.0,510.0,11903.0,117.0,130.09,1916227.49,2492813.53,1479609.0,103115.0,1140766.0,1033897.0,,317236.0,
442,Gujarat,Bharuch,-0.118,2.528,2.7321,1.6437,30.2,472.0,25.7,37.4,29.6,3453.0,2731.0,288.0,2166.0,748.0,8070.0,72.0,76.65,3363050.34,2577709.06,651173.0,39938.0,530619.0,536292.0,,58162.0,
443,Gujarat,Bhavnagar,-0.126,2.389,0.8365,0.4958,61.8,617.0,0.0,32.2,41.7,2812.0,2233.0,257.0,1570.0,906.0,5669.0,59.0,82.17,2895239.97,2379148.43,771700.0,37710.0,586272.0,581840.0,,127678.0,
444,Gujarat,Dang,-0.282,2.316,0.1015,0.0311,402.7,1206.0,,,1.8,326.0,289.0,20.0,224.0,0.0,4311.0,1.0,23.38,111702.72,26113.37,139966.0,3827.0,130710.0,117063.0,,1934.0,
445,Gujarat,Dohad,-0.19,2.018,0.6197,0.4403,278.6,529.0,23.5,40.3,15.7,5180.0,4957.0,139.0,4271.0,75.0,15308.0,388.0,50.55,537732.57,271836.64,,,,,,,
446,Gujarat,Gandhinagar,0.209,2.142,4.4391,1.746,80.4,96.0,28.4,29.7,68.3,2440.0,1657.0,352.0,1187.0,819.0,6239.0,13.0,47.13,7488892.47,3529543.51,292592.0,26020.0,187747.0,197439.0,,55597.0,
447,Gujarat,Jamnagar,-0.211,2.523,1.3726,0.8466,58.6,657.0,0.0,38.6,41.1,2436.0,1863.0,248.0,1570.0,934.0,9022.0,103.0,78.49,3121210.28,2449754.87,397728.0,34428.0,211338.0,289405.0,,125192.0,
448,Gujarat,Junagadh,-0.088,2.643,0.8383,0.5048,94.3,1078.0,0.0,47.3,50.3,2050.0,1573.0,221.0,1322.0,535.0,7514.0,15.0,68.18,2264856.34,1544075.49,378691.0,29662.0,275683.0,256226.0,,193762.0,
449,Gujarat,Kachchh,-0.302,2.677,0.4377,0.1919,27.1,505.0,20.5,34.3,18.6,5324.0,4392.0,418.0,3645.0,1091.0,6950.0,34.0,55.77,6567695.53,3662659.55,583569.0,37791.0,398428.0,365154.0,,104221.0,
450,Gujarat,Kheda,-0.05,2.172,1.5656,0.6487,60.8,220.0,0.0,32.2,57.3,3100.0,2555.0,263.0,2081.0,458.0,11690.0,103.0,53.74,2392987.9,1285878.84,696053.0,45241.0,586374.0,552911.0,,93462.0,
451,Gujarat,Mahesana,-0.008,2.453,1.9183,0.6918,110.2,566.0,30.4,40.7,73.1,2979.0,2308.0,351.0,1743.0,882.0,13167.0,36.0,91.63,3000356.85,2749152.78,575436.0,46294.0,467302.0,389353.0,,186087.0,
452,Gujarat,Narmada,-0.329,1.629,0.4276,0.1782,189.1,874.0,51.3,51.1,29.4,988.0,864.0,63.0,909.0,28.0,5471.0,61.0,66.13,317862.2,210210.36,299299.0,12842.0,287349.0,251201.0,,27392.0,
453,Gujarat,Navsari,0.204,2.372,1.3913,0.4513,56.6,631.0,28.6,42.0,53.2,1523.0,967.0,258.0,1005.0,813.0,11625.0,69.0,38.89,3227173.44,1254961.38,432501.0,22865.0,340983.0,354074.0,,41218.0,
454,Gujarat,Panch Mahals,-0.21,2.01,0.8065,0.4279,131.5,791.0,,,22.8,2439.0,2113.0,169.0,1873.0,182.0,10098.0,383.0,85.09,1125265.19,957460.74,870709.0,37869.0,707562.0,723988.0,,59356.0,
455,Gujarat,Patan,-0.28,2.418,0.5695,0.2268,45.8,186.0,25.3,50.2,34.8,2498.0,2220.0,138.0,1699.0,335.0,11317.0,43.0,90.04,975947.43,878704.2,550299.0,41711.0,403819.0,386600.0,,128750.0,
456,Gujarat,Porbandar,-0.181,2.4,0.8058,0.3453,28.6,446.0,10.3,42.1,26.2,689.0,514.0,88.0,402.0,178.0,2682.0,7.0,37.88,1367783.57,518156.71,123836.0,9483.0,65353.0,67375.0,,53499.0,
457,Gujarat,Rajkot,-0.108,2.886,1.5702,0.5729,109.9,343.0,0.0,45.1,34.9,6180.0,4739.0,585.0,3185.0,2744.0,9808.0,39.0,101.21,9565033.2,9680990.49,695984.0,51504.0,292839.0,510254.0,,234331.0,
458,Gujarat,Sabar Kantha,-0.161,2.442,0.7288,0.2784,191.0,877.0,0.0,49.3,58.7,2613.0,2250.0,199.0,2022.0,313.0,11081.0,147.0,109.72,1416398.61,1554021.61,492822.0,40988.0,439016.0,294033.0,,84315.0,
459,Gujarat,Surat,0.103,2.374,4.0367,2.2827,51.9,425.0,19.1,31.6,70.6,11087.0,8427.0,986.0,4415.0,5503.0,11705.0,33.0,126.24,15154743.02,19131766.9,1993668.0,125823.0,606928.0,1758580.0,,54337.0,
460,Gujarat,Surendranagar,-0.305,2.408,0.6918,0.2989,71.5,364.0,0.0,50.4,30.1,2611.0,2227.0,193.0,1863.0,223.0,7789.0,12.0,88.43,1452587.31,1284519.98,589357.0,33144.0,450699.0,401466.0,,144655.0,
461,Gujarat,Vadodara,-0.168,2.506,2.0625,1.1417,92.8,642.0,0.0,41.7,57.7,5115.0,3075.0,818.0,2449.0,3919.0,9690.0,29.0,73.33,15837716.45,11614157.91,701338.0,60907.0,387097.0,557433.0,,71380.0,
462,Gujarat,Valsad,0.076,1.988,1.6424,0.7102,137.0,703.0,17.4,40.6,22.6,3891.0,3160.0,278.0,2307.0,1007.0,11692.0,,79.93,3444654.34,2753202.99,711171.0,37034.0,562933.0,592505.0,,18852.0,
463,The Dadra and Nagar Haveli and Daman and Diu,Daman,,,,,,,12.9,32.9,,483.0,364.0,34.0,146.0,80.0,301.0,,,,,,,,,,,
