lgd,state,district,cdr_latest,resid
586,Tamil Nadu,Thanjavur,146.87,51.22645829949077
587,Tamil Nadu,The Nilgiris,84.13,2.6327299434422713
588,Tamil Nadu,Theni,232.83,145.37399522223112
589,Tamil Nadu,Thiruvallur,112.61,39.575423959359114
590,Tamil Nadu,Thiruvarur,180.75,85.90598453409696
591,Tamil Nadu,Tiruchirappalli,113.61,22.122130645674687
592,Tamil Nadu,Tirunelveli,124.88,29.111607099270344
593,Tamil Nadu,Tiruvannamalai,207.26,116.40584819447216
595,Tamil Nadu,Vellore,94.65,7.9485338721335665
596,Tamil Nadu,Villupuram,235.1,142.61659306911113
597,Tamil Nadu,Virudhunagar,125.17,39.42191845967477
604,Haryana,Nuh,83.32,4.614032179937084
606,Jharkhand,Khunti,41.31,-31.473327321342964
607,Jharkhand,Ramgarh,40.95,-26.726345603054114
610,Tamil Nadu,Ariyalur,288.24,205.92422177460435
611,Bihar,Arwal,44.87,-38.166708467324874
612,Assam,Chirang,68.98,-20.70958710414729
616,Assam,Baksa,77.86,-18.668080378840386
617,Assam,Udalguri,80.48,-14.037450319738639
618,Assam,Kamrup Metro,63.59,-13.019555413494245
619,Haryana,Palwal,88.39,0.29209806178211295
620,Jammu and Kashmir,Kishtwar,64.14,13.320098164058393
621,Jammu and Kashmir,Ramban,72.77,7.910844457005098
622,Jammu and Kashmir,Kulgam,87.88,9.500467836346218
623,Jammu and Kashmir,Bandipora,99.68,19.342649480786747
624,Jammu and Kashmir,Samba,57.04,-7.968837846499291
625,Jammu and Kashmir,Shopian,126.77,37.61157174653452
626,Jammu and Kashmir,Ganderbal,95.28,22.808383479894758
627,Jammu and Kashmir,Reasi,54.87,-15.27021001539844
629,Rajasthan,Pratapgarh,145.6,61.28665129147764
630,Karnataka,Chikkaballapura,121.32,41.74189458599206
631,Karnataka,Ramanagara,84.15,2.182166190452861
633,Uttar Pradesh,Kasganj,70.74,-15.972113054749542
634,Tamil Nadu,Tiruppur,185.24,88.60278938774583
635,Karnataka,Yadgir,128.76,47.02227378243259
636,Chhattisgarh,Bijapur,67.9676,-8.20695494335152
637,Chhattisgarh,Narayanpur,47.4358,-28.30978533464193
638,Madhya Pradesh,Singrauli,13.39,-50.86819059985288
639,Madhya Pradesh,Alirajpur,67.88,-8.394242193292968
641,Gujarat,Tapi,55.28,-36.00363315695702
