period,district,31_03_2020,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,advance,cd_ratio,cd_ratio_as_on_dec_2016,cd_ratio_as_on_dec_2017,cd_ratio_as_on_dec_2018,cd_ratio_as_on_dec_2019,cd_ratio_as_on_dec_2019_deposit,cd_ratio_as_on_dec_2020_deposit,cd_ratio_as_on_dec_2021,cd_ratio_as_on_december_2021_deposit,cd_ratio_as_on_december_2022,cd_ratio_as_on_december_2022_deposit,cd_ratio_as_on_december_2023,cd_ratio_as_on_december_2023_deposit,cd_ratio_as_on_december_2024,cd_ratio_as_on_december_2024_deposit,cd_ratio_as_on_june_2017,cd_ratio_as_on_june_2018,cd_ratio_as_on_june_2019_deposit,cd_ratio_as_on_june_2020,cd_ratio_as_on_june_2021,cd_ratio_as_on_june_2021_deposit,cd_ratio_as_on_june_2022,cd_ratio_as_on_june_2022_deposit,cd_ratio_as_on_june_2023,cd_ratio_as_on_june_2023_deposit,cd_ratio_as_on_june_2024,cd_ratio_as_on_june_2024_deposit,cd_ratio_as_on_june_2025,cd_ratio_as_on_june_2025_deposit,cd_ratio_as_on_march_2017,cd_ratio_as_on_march_2018,cd_ratio_as_on_march_2019,cd_ratio_as_on_march_2019_deposit,cd_ratio_as_on_march_2020,cd_ratio_as_on_march_2020_deposit,cd_ratio_as_on_march_2021,cd_ratio_as_on_march_2021_deposit,cd_ratio_as_on_march_2022,cd_ratio_as_on_march_2022_deposit,cd_ratio_as_on_march_2023,cd_ratio_as_on_march_2023_deposit,cd_ratio_as_on_march_2024,cd_ratio_as_on_march_2024_deposit,cd_ratio_as_on_march_2025,cd_ratio_as_on_march_2025_deposit,cd_ratio_as_on_sept_2017,cd_ratio_as_on_sept_2018,cd_ratio_as_on_sept_2019,cd_ratio_as_on_sept_2019_deposit,cd_ratio_as_on_sept_2020_deposit,cd_ratio_as_on_sept_2021,cd_ratio_as_on_september_2021_deposit,cd_ratio_as_on_september_2022_deposit,cd_ratio_as_on_september_2024,cd_ratio_as_on_september_2025,cd_ratio_as_on_september_2025_deposit,cd_ratio_dec_2018_amount_in_rs_crore,cd_ratio_december_2015_amount_in_rs_crore,cd_ratio_december_2016_amount_in_rs_crore,cd_ratio_december_2017_amount_in_rs_crore,cd_ratio_june_2016_amount_in_rs_crore,cd_ratio_june_2017_amount_in_rs_crore,cd_ratio_june_2018_amount_in_rs_crore,cd_ratio_march_2016_amount_in_rs_crore,cd_ratio_march_2017_amount_in_rs_crore,cd_ratio_march_2018_amount_in_rs_crore,cd_ratio_sept_2018_amount_in_rs_crore,cd_ratio_september_2016_amount_in_rs_crore,cd_ratio_september_2017_amount_in_rs_crore,variation_over_june_2015,variation_over_june_2016
June 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9336.33,,,,,,,,
June 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11806.67,,,,,,,,
June 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6236.89,,,,,,,,
June 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.74,,,,,,,,
June 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15575.21,,,,,,,,
June 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36654.18,,,,,,,,
June 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28092.16,,,,,,,,
June 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12471.07,,,,,,,,
June 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467.25,,,,,,,,
June 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305374.04,,,,,,,,
June 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9402.37,,,,,,,,
June 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12064.27,,,,,,,,
June 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22903.06,,,,,,,,
June 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30613.04,,,,,,,,
June 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19973.07,,,,,,,,
June 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24461.6,,,,,,,,
June 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19973.07,,,,,,,,
June 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7084.39,,,,,,,,
June 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061.76,,,,,,,,
June 2019,Alipurduar,,,,,,,1781.2,40.53,,,,,,,,,,,,,,,,41.01,4395.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Bankura,,,,,,,4293.9,42.21,,,,,,,,,,,,,,,,42.13,10173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Birbhum,,,,,,,5582.58,38.83,,,,,,,,,,,,,,,,35.41,14378.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Cooch Behar,,,,,,,4423.03,63.05,,,,,,,,,,,,,,,,65.91,7015.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Dakshin Dinajpur,,,,,,,2096.46,52.04,,,,,,,,,,,,,,,,51.03,4028.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Darjeeling,,,,,,,8851.96,57.66,,,,,,,,,,,,,,,,51.98,15350.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Hooghly,,,,,,,11181.43,27.61,,,,,,,,,,,,,,,,25.88,40502.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Howrah,,,,,,,13965.97,42.87,,,,,,,,,,,,,,,,38.43,32576.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Jalpaiguri,,,,,,,5096.63,52.78,,,,,,,,,,,,,,,,26.56,9655.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Jhargram,,,,,,,1403.61,40.11,,,,,,,,,,,,,,,,40.24,3499.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Kalimpong,,,,,,,472.25,32.29,,,,,,,,,,,,,,,,0.0,1462.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Kolkata,,,,,,,265090.72,81.77,,,,,,,,,,,,,,,,85.44,324186.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Malda,,,,,,,6263.17,54.1,,,,,,,,,,,,,,,,51.0,11577.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Murshidabad,,,,,,,6738.11,56.27,,,,,,,,,,,,,,,,49.08,11974.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Nadia,,,,,,,14278.96,49.02,,,,,,,,,,,,,,,,46.89,29131.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Paschim Bardhaman,,,,,,,10997.16,40.38,,,,,,,,,,,,,,,,40.77,27231.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Paschim Medinipur,,,,,,,8687.76,44.96,,,,,,,,,,,,,,,,43.5,19323.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Purba Bardhaman,,,,,,,10145.79,41.27,,,,,,,,,,,,,,,,41.45,24581.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Purba Medinipur,,,,,,,9901.68,42.57,,,,,,,,,,,,,,,,43.5,23260.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Purulia,,,,,,,3287.81,42.77,,,,,,,,,,,,,,,,43.28,7686.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Uttar Dinajpur,,,,,,,3895.0,59.6,,,,,,,,,,,,,,,,55.7,6535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Alipurduar,,,,,,,2725.03,41.73,,,,,,,,,,,,,,,,,,40.28,,6529.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Bankura,,,,,,,5723.0,46.09,,,,,,,,,,,,,,,,,,43.21,,12416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Birbhum,,,,,,,6659.19,40.03,,,,,,,,,,,,,,,,,,40.04,,16635.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Cooch Behar,,,,,,,6601.08,72.76,,,,,,,,,,,,,,,,,,70.92,,9072.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Dakshin Dinajpur,,,,,,,2981.32,60.95,,,,,,,,,,,,,,,,,,57.84,,4891.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Darjeeling,,,,,,,13051.33,63.48,,,,,,,,,,,,,,,,,,60.26,,20559.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Hooghly,,,,,,,13746.54,30.24,,,,,,,,,,,,,,,,,,28.55,,45461.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Howrah,,,,,,,17591.0,42.01,,,,,,,,,,,,,,,,,,41.56,,41870.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Jalpaiguri,,,,,,,5336.74,58.35,,,,,,,,,,,,,,,,,,50.17,,9146.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Jhargram,,,,,,,1658.94,40.05,,,,,,,,,,,,,,,,,,40.01,,4142.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Kalimpong,,,,,,,677.34,40.02,,,,,,,,,,,,,,,,,,36.54,,1692.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Kolkata,,,,,,,232738.73,59.68,,,,,,,,,,,,,,,,,,74.99,,389993.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Malda,,,,,,,6852.48,56.01,,,,,,,,,,,,,,,,,,53.45,,12234.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Murshidabad,,,,,,,9389.4,42.58,,,,,,,,,,,,,,,,,,50.51,,22053.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Nadia,,,,,,,15188.1,50.03,,,,,,,,,,,,,,,,,,49.17,,30355.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Paschim Bardhaman,,,,,,,16912.02,41.19,,,,,,,,,,,,,,,,,,40.35,,41063.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Paschim Medinipur,,,,,,,11893.56,47.23,,,,,,,,,,,,,,,,,,48.37,,25182.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Purba Bardhaman,,,,,,,12867.58,44.05,,,,,,,,,,,,,,,,,,43.8,,29211.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Purba Medinipur,,,,,,,12486.39,45.16,,,,,,,,,,,,,,,,,,41.83,,27647.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Purulia,,,,,,,4521.22,53.35,,,,,,,,,,,,,,,,,,54.73,,8474.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Uttar Dinajpur,,,,,,,4715.47,61.22,,,,,,,,,,,,,,,,,,59.36,,7702.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Alipurduar,,,,,,,3542.8,52.37,,,,,,,,,,,,,,,,,,,41.73,,,6764.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Bankura,,,,,,,7727.82,48.99,,,,,,,,,,,,,,,,,,,46.09,,,15775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Birbhum,,,,,,,7911.27,43.36,,,,,,,,,,,,,,,,,,,40.03,,,18247.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Cooch Behar,,,,,,,7807.92,78.58,,,,,,,,,,,,,,,,,,,72.76,,,9935.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Dakshin Dinajpur,,,,,,,3229.68,63.99,,,,,,,,,,,,,,,,,,,60.95,,,5046.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Darjeeling,,,,,,,13386.62,59.01,,,,,,,,,,,,,,,,,,,63.48,,,22685.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Hooghly,,,,,,,18627.37,38.15,,,,,,,,,,,,,,,,,,,30.24,,,48821.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Howrah,,,,,,,23294.82,43.49,,,,,,,,,,,,,,,,,,,42.01,,,53559.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Jalpaiguri,,,,,,,6970.23,59.42,,,,,,,,,,,,,,,,,,,58.35,,,11731.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Jhargram,,,,,,,1652.71,40.09,,,,,,,,,,,,,,,,,,,40.05,,,4122.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Kalimpong,,,,,,,809.69,44.71,,,,,,,,,,,,,,,,,,,40.02,,,1810.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Kolkata,,,,,,,250437.85,59.41,,,,,,,,,,,,,,,,,,,59.68,,,421545.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Malda,,,,,,,7685.64,58.48,,,,,,,,,,,,,,,,,,,56.01,,,13143.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Murshidabad,,,,,,,9768.65,49.05,,,,,,,,,,,,,,,,,,,42.58,,,19916.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Nadia,,,,,,,15779.0,50.11,,,,,,,,,,,,,,,,,,,50.03,,,31489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Paschim Bardhaman,,,,,,,18858.02,42.98,,,,,,,,,,,,,,,,,,,41.19,,,43872.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Paschim Medinipur,,,,,,,12031.13,46.34,,,,,,,,,,,,,,,,,,,47.23,,,25960.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Purba Bardhaman,,,,,,,13474.31,52.49,,,,,,,,,,,,,,,,,,,44.05,,,25669.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Purba Medinipur,,,,,,,13818.92,46.97,,,,,,,,,,,,,,,,,,,45.16,,,29422.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Purulia,,,,,,,4037.0,48.92,,,,,,,,,,,,,,,,,,,53.35,,,8253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Uttar Dinajpur,,,,,,,5160.98,60.0,,,,,,,,,,,,,,,,,,,61.22,,,8601.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Alipurduar,,,,,,,4667.02,64.59,,,,,,,,,,,,,,,,,,,,,47.64,,64.59,7225.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Bankura,,,,,,,10302.5,53.7,,,,,,,,,,,,,,,,,,,,,49.25,,53.7,19185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Birbhum,,,,,,,9505.17,47.54,,,,,,,,,,,,,,,,,,,,,49.99,,47.54,19992.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Cooch Behar,,,,,,,12873.24,80.41,,,,,,,,,,,,,,,,,,,,,79.49,,80.41,16009.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Dakshin Dinajpur,,,,,,,3638.65,63.74,,,,,,,,,,,,,,,,,,,,,61.85,,63.74,5708.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Darjeeling,,,,,,,14558.98,62.03,,,,,,,,,,,,,,,,,,,,,57.59,,62.03,23471.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Hooghly,,,,,,,20751.31,41.95,,,,,,,,,,,,,,,,,,,,,36.26,,41.95,49472.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Howrah,,,,,,,25192.88,47.2,,,,,,,,,,,,,,,,,,,,,46.26,,47.2,53369.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Jalpaiguri,,,,,,,7426.6,67.49,,,,,,,,,,,,,,,,,,,,,63.33,,67.49,11003.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Jhargram,,,,,,,1929.19,43.03,,,,,,,,,,,,,,,,,,,,,40.92,,43.03,4482.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Kalimpong,,,,,,,998.34,49.17,,,,,,,,,,,,,,,,,,,,,44.6,,49.17,2030.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Kolkata,,,,,,,277350.82,64.72,,,,,,,,,,,,,,,,,,,,,61.61,,64.85,428545.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Malda,,,,,,,8429.0,60.78,,,,,,,,,,,,,,,,,,,,,57.31,,60.78,13868.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Murshidabad,,,,,,,9530.9,55.77,,,,,,,,,,,,,,,,,,,,,44.02,,55.77,17088.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Nadia,,,,,,,15139.48,50.11,,,,,,,,,,,,,,,,,,,,,50.25,,50.11,30212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Paschim Bardhaman,,,,,,,20619.51,46.96,,,,,,,,,,,,,,,,,,,,,42.58,,46.96,43912.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Paschim Medinipur,,,,,,,14294.3,48.4,,,,,,,,,,,,,,,,,,,,,46.95,,48.4,29535.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Purba Bardhaman,,,,,,,17340.76,55.17,,,,,,,,,,,,,,,,,,,,,51.28,,55.17,31429.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Purba Medinipur,,,,,,,14296.25,45.91,,,,,,,,,,,,,,,,,,,,,45.83,,45.91,31140.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Purulia,,,,,,,5583.76,48.88,,,,,,,,,,,,,,,,,,,,,48.61,,48.88,11423.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2023,Uttar Dinajpur,,,,,,,6024.37,64.38,,,,,,,,,,,,,,,,,,,,,60.6,,64.38,9357.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Alipurduar,,,47.64,63.23,54.85,,4604.6,61.62,,,,,,,,,,,,,,,,,,,,,,,64.59,,61.62,7472.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Bankura,,,49.25,52.4,54.94,,11807.46,55.01,,,,,,,,,,,,,,,,,,,,,,,53.7,,55.01,21466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Birbhum,,,49.99,47.59,53.5,,11036.7,50.37,,,,,,,,,,,,,,,,,,,,,,,47.54,,50.37,21910.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Cooch Behar,,,79.49,79.37,80.39,,9623.15,78.64,,,,,,,,,,,,,,,,,,,,,,,80.41,,78.64,12237.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Dakshin Dinajpur,,,61.85,62.23,62.42,,3865.37,62.71,,,,,,,,,,,,,,,,,,,,,,,63.74,,62.71,6163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Darjeeling,,,57.59,65.19,67.55,,17135.18,67.58,,,,,,,,,,,,,,,,,,,,,,,62.03,,67.58,25357.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Hooghly,,,36.26,41.9,45.76,,26493.19,44.0,,,,,,,,,,,,,,,,,,,,,,,41.95,,44.0,60207.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Howrah,,,46.26,49.33,49.14,,27990.4,49.43,,,,,,,,,,,,,,,,,,,,,,,47.2,,49.43,56622.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Jalpaiguri,,,63.33,68.7,93.16,,9528.14,75.52,,,,,,,,,,,,,,,,,,,,,,,67.49,,75.52,12617.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Jhargram,,,40.92,42.19,47.39,,2199.61,45.57,,,,,,,,,,,,,,,,,,,,,,,43.03,,45.57,4827.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Kalimpong,,,44.6,50.54,60.77,,1352.29,60.81,,,,,,,,,,,,,,,,,,,,,,,49.17,,60.81,2223.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Kolkata,,,61.61,64.15,98.7,,388205.86,103.17,,,,,,,,,,,,,,,,,,,,,,,64.72,,103.17,376279.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Malda,,,57.31,60.43,58.84,,8472.54,59.06,,,,,,,,,,,,,,,,,,,,,,,60.78,,59.06,14345.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Murshidabad,,,44.02,52.27,57.06,,17926.43,57.33,,,,,,,,,,,,,,,,,,,,,,,55.77,,57.33,31267.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Nadia,,,50.25,50.02,50.75,,15584.0,50.97,,,,,,,,,,,,,,,,,,,,,,,50.11,,50.97,30575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Paschim Bardhaman,,,42.58,46.31,52.49,,26161.92,52.83,,,,,,,,,,,,,,,,,,,,,,,46.96,,52.83,49520.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
