period,district,aadhaar_card_seeded,aadhaar_seeded,aadhaar_seeded_3761210,aadhaar_seeded_3874646,aadhaar_seeded_4002741,aadhaar_seeded_4113298,aadhaar_seeded_4183424,aadhaar_seeded_4222009,aadhaar_seeded_42_92_579,ar_cu_psaycard_issued,balance,female,female_a_c,female_a_c_2567394,female_a_c_2639473,female_a_c_2661523,female_a_c_2682533,female_a_c_2720901,female_a_c_2753573,female_a_c_2768521,female_a_c_28_02_794,male,male_a_c,male_a_c_1854039,male_a_c_1908659,male_a_c_1931666,male_a_c_1960628,male_a_c_2000056,male_a_c_2026152,male_a_c_2030800,male_a_c_20_62_767,of_enrolment,rupay_card_account,rupaycar_d_issued,rupaycard_account,rupaycard_issued,rupaycard_issued_3006416,rupaycard_issued_3070738,rupaycard_issued_3174511,rupaycard_issued_3232323,rupaycard_issued_3296888,rupaycard_issued_3341398,rupaycard_issued_34_02_322,rural,rural_a_c,rural_a_c_2593735,rural_a_c_2668797,rural_a_c_2694381,rural_a_c_2741997,rural_a_c_2792432,rural_a_c_2824832,rural_a_c_2834846,rural_a_c_31_20_736,sr_no_1,sum_of_aadhaar_seeded,sum_of_female_a_c,sum_of_male_a_c,sum_of_rupaycard_issued,sum_of_rural_a_c,sum_of_total_a_c,sum_of_total_deposit_rs_in_crore,sum_of_urban_a_c,sum_of_zero_balance_account,total,total_a_c,total_a_c_4421433,total_a_c_4548132,total_a_c_4593189,total_a_c_4643161,total_a_c_4720957,total_a_c_4779725,total_a_c_4799321,total_a_c_48_65_561,total_amount_amt_rs_in_crore,total_amount_rs_in_crore,total_amount_rs_in_lac,total_deposit,total_deposit_2046_39,total_deposit_2175_21,total_deposit_2239_88,total_deposit_2363_54,total_deposit_2402_88,total_deposit_2415_17,total_deposit_2_516_38,total_deposit_cr_2163_45,total_deposit_rs_in_crore,total_depzoesriot,total_enrolment_uner_social_security_schemes,total_enrolment_uner_social_security_schemes_40_48_430,total_enrolment_uner_social_security_schemes_41_57_435,total_enrolment_uner_social_security_schemes_43_73_125,total_enrolment_uner_social_security_schemes_46_07_397,total_enrolment_uner_social_security_schemes_48_65_207,total_enrolment_uner_social_security_schemes_49_88_793,total_enrolment_uner_social_security_schemes_52_64_795,total_no_of_apy,total_no_of_apy_4_31_310,total_no_of_apy_4_46_422,total_no_of_apy_4_69_652,total_no_of_apy_4_90_267,total_no_of_apy_5_17_805,total_no_of_apy_5_35_428,total_no_of_apy_5_64_827,total_no_of_pmjjby,total_no_of_pmjjby_10_77_432,total_no_of_pmjjby_11_68_287,total_no_of_pmjjby_12_00_599,total_no_of_pmjjby_12_82_427,total_no_of_pmjjby_9_17_862,total_no_of_pmjjby_9_44_643,total_no_of_pmjjby_9_98_272,total_no_of_pmsby,total_no_of_pmsby_26_99_258,total_no_of_pmsby_27_66_370,total_no_of_pmsby_29_05_201,total_no_of_pmsby_30_39_698,total_no_of_pmsby_31_79_115,total_no_of_pmsby_32_52_766,total_no_of_pmsby_34_17_541,total_no_pmjdy_a_c,total_no_pmjdy_a_c_45_48_132,total_no_pmjdy_a_c_45_93_189,total_no_pmjdy_a_c_46_43_161,total_no_pmjdy_a_c_47_20_957,total_no_pmjdy_a_c_47_79_725,total_no_pmjdy_a_c_47_99_321,total_no_pmjdy_a_c_48_65_561,urban,urban_a_c,urban_a_c_17_44_825,urban_a_c_1827698,urban_a_c_1879335,urban_a_c_1898808,urban_a_c_1901164,urban_a_c_1928525,urban_a_c_1954893,urban_a_c_1964475,zero_balance_a_c_s,zero_balance_account,zero_balance_account_235497,zero_balance_account_239234,zero_balance_account_241152,zero_balance_account_247758,zero_balance_account_253868,zero_balance_account_261601,zero_balance_account_264148,zero_balance_account_2_67_080
December 2021,Alipurduar,,196824.0,,,,,,,,185094.0,24927.0,,131624.0,,,,,,,,,,98849.0,,,,,,,,,,,,,,,,,,,,,,154994.0,,,,,,,,,,,,,,,,,,,,230473.0,,,,,,,,,,,,,,,,,,,,,,69.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75479.0,,,,,,,,,,,,,,,,,,
December 2021,Bankura,,1636949.0,,,,,,,,1140684.0,109627.0,,1120481.0,,,,,,,,,,895818.0,,,,,,,,,,,,,,,,,,,,,,1764271.0,,,,,,,,,,,,,,,,,,,,2016299.0,,,,,,,,,,,,,,,,,,,,,,864.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252028.0,,,,,,,,,,,,,,,,,,
December 2021,Birbhum,,1685179.0,,,,,,,,1280668.0,136767.0,,1192779.0,,,,,,,,,,880960.0,,,,,,,,,,,,,,,,,,,,,,1660812.0,,,,,,,,,,,,,,,,,,,,2073739.0,,,,,,,,,,,,,,,,,,,,,,649.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412927.0,,,,,,,,,,,,,,,,,,
December 2021,Cooch Behar,,1183551.0,,,,,,,,1119474.0,95787.0,,800896.0,,,,,,,,,,627098.0,,,,,,,,,,,,,,,,,,,,,,1002690.0,,,,,,,,,,,,,,,,,,,,1427994.0,,,,,,,,,,,,,,,,,,,,,,299.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425304.0,,,,,,,,,,,,,,,,,,
December 2021,Dakshin Dinajpur,,848755.0,,,,,,,,597138.0,68832.0,,603928.0,,,,,,,,,,452127.0,,,,,,,,,,,,,,,,,,,,,,877339.0,,,,,,,,,,,,,,,,,,,,1056055.0,,,,,,,,,,,,,,,,,,,,,,263.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178716.0,,,,,,,,,,,,,,,,,,
December 2021,Hooghly,,1811204.0,,,,,,,,1318590.0,96982.0,,1243765.0,,,,,,,,,,866081.0,,,,,,,,,,,,,,,,,,,,,,1437487.0,,,,,,,,,,,,,,,,,,,,2109846.0,,,,,,,,,,,,,,,,,,,,,,840.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672359.0,,,,,,,,,,,,,,,,,,
December 2021,Howrah,,1520363.0,,,,,,,,1198548.0,86871.0,,1061850.0,,,,,,,,,,740481.0,,,,,,,,,,,,,,,,,,,,,,1190701.0,,,,,,,,,,,,,,,,,,,,1802331.0,,,,,,,,,,,,,,,,,,,,,,671.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611630.0,,,,,,,,,,,,,,,,,,
December 2021,Jalpaiguri,,1369209.0,,,,,,,,1258196.0,108438.0,,938039.0,,,,,,,,,,701062.0,,,,,,,,,,,,,,,,,,,,,,1074457.0,,,,,,,,,,,,,,,,,,,,1639101.0,,,,,,,,,,,,,,,,,,,,,,536.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564644.0,,,,,,,,,,,,,,,,,,
December 2021,Kolkata,,590751.0,,,,,,,,560166.0,75574.0,,412383.0,,,,,,,,,,344522.0,,,,,,,,,,,,,,,,,,,,,,6175.0,,,,,,,,,,,,,,,,,,,,756905.0,,,,,,,,,,,,,,,,,,,,,,321.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750730.0,,,,,,,,,,,,,,,,,,
December 2021,Malda,,2380454.0,,,,,,,,1447563.0,258697.0,,1651717.0,,,,,,,,,,1199572.0,,,,,,,,,,,,,,,,,,,,,,2446016.0,,,,,,,,,,,,,,,,,,,,2851289.0,,,,,,,,,,,,,,,,,,,,,,791.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405273.0,,,,,,,,,,,,,,,,,,
December 2021,Murshidabad,,3197877.0,,,,,,,,2610015.0,242202.0,,2218168.0,,,,,,,,,,1657022.0,,,,,,,,,,,,,,,,,,,,,,2770177.0,,,,,,,,,,,,,,,,,,,,3875190.0,,,,,,,,,,,,,,,,,,,,,,1069.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105013.0,,,,,,,,,,,,,,,,,,
December 2021,Nadia,,2166706.0,,,,,,,,1758744.0,187139.0,,1572782.0,,,,,,,,,,1159594.0,,,,,,,,,,,,,,,,,,,,,,1835675.0,,,,,,,,,,,,,,,,,,,,2732376.0,,,,,,,,,,,,,,,,,,,,,,918.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896701.0,,,,,,,,,,,,,,,,,,
December 2021,North 24 Parganas,,3181166.0,,,,,,,,2576582.0,200636.0,,2237227.0,,,,,,,,,,1598994.0,,,,,,,,,,,,,,,,,,,,,,2239254.0,,,,,,,,,,,,,,,,,,,,3836221.0,,,,,,,,,,,,,,,,,,,,,,1441.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596967.0,,,,,,,,,,,,,,,,,,
December 2021,Paschim Medinipur,,2246564.0,,,,,,,,1520778.0,125812.0,,1565579.0,,,,,,,,,,1155709.0,,,,,,,,,,,,,,,,,,,,,,2311976.0,,,,,,,,,,,,,,,,,,,,2721288.0,,,,,,,,,,,,,,,,,,,,,,1155.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409312.0,,,,,,,,,,,,,,,,,,
December 2021,Purba Bardhaman,,2614745.0,,,,,,,,2089148.0,157537.0,,2014410.0,,,,,,,,,,1225564.0,,,,,,,,,,,,,,,,,,,,,,2248488.0,,,,,,,,,,,,,,,,,,,,3239974.0,,,,,,,,,,,,,,,,,,,,,,960.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991486.0,,,,,,,,,,,,,,,,,,
December 2021,Purba Medinipur,,1993435.0,,,,,,,,1401514.0,102837.0,,1350355.0,,,,,,,,,,1061452.0,,,,,,,,,,,,,,,,,,,,,,2216519.0,,,,,,,,,,,,,,,,,,,,2411807.0,,,,,,,,,,,,,,,,,,,,,,1091.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195288.0,,,,,,,,,,,,,,,,,,
December 2021,Purulia,,1452432.0,,,,,,,,1018767.0,129681.0,,973345.0,,,,,,,,,,799106.0,,,,,,,,,,,,,,,,,,,,,,1486816.0,,,,,,,,,,,,,,,,,,,,1772451.0,,,,,,,,,,,,,,,,,,,,,,775.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285635.0,,,,,,,,,,,,,,,,,,
December 2021,South 24 Parganas,,3666606.0,,,,,,,,2706357.0,310605.0,,2557337.0,,,,,,,,,,1890319.0,,,,,,,,,,,,,,,,,,,,,,3705465.0,,,,,,,,,,,,,,,,,,,,4447656.0,,,,,,,,,,,,,,,,,,,,,,1574.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742191.0,,,,,,,,,,,,,,,,,,
December 2021,Uttar Dinajpur,,1831583.0,,,,,,,,1190505.0,223417.0,,1320433.0,,,,,,,,,,1027538.0,,,,,,,,,,,,,,,,,,,,,,1848028.0,,,,,,,,,,,,,,,,,,,,2347971.0,,,,,,,,,,,,,,,,,,,,,,456.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499943.0,,,,,,,,,,,,,,,,,,
December 2022,Alipurduar,,215609.0,,,,,,,,,,,139393.0,,,,,,,,,,106978.0,,,,,,,,,,,,,191890.0,,,,,,,,,170255.0,,,,,,,,,,,,,,,,,,,,246371.0,,,,,,,,,,,,80.26,,,,,,,,,,,447178.0,,,,,,,,47008.0,,,,,,,,109975.0,,,,,,,,290195.0,,,,,,,,246371.0,,,,,,,,,76116.0,,,,,,,,,27217.0,,,,,,,,,
December 2022,Bankura,,1765072.0,,,,,,,,,,,1186450.0,,,,,,,,,,946589.0,,,,,,,,,,,,,1194488.0,,,,,,,,,1866874.0,,,,,,,,,,,,,,,,,,,,2133039.0,,,,,,,,,,,,1021.85,,,,,,,,,,,1190688.0,,,,,,,,120012.0,,,,,,,,234697.0,,,,,,,,835979.0,,,,,,,,2133039.0,,,,,,,,,266165.0,,,,,,,,,117434.0,,,,,,,,,
December 2022,Birbhum,,1820546.0,,,,,,,,,,,1276123.0,,,,,,,,,,944516.0,,,,,,,,,,,,,1321060.0,,,,,,,,,1787980.0,,,,,,,,,,,,,,,,,,,,2220639.0,,,,,,,,,,,,785.43,,,,,,,,,,,1509571.0,,,,,,,,178523.0,,,,,,,,410636.0,,,,,,,,920412.0,,,,,,,,2220639.0,,,,,,,,,432659.0,,,,,,,,,146807.0,,,,,,,,,
December 2022,Cooch Behar,,1293420.0,,,,,,,,,,,856553.0,,,,,,,,,,672633.0,,,,,,,,,,,,,1181320.0,,,,,,,,,1088544.0,,,,,,,,,,,,,,,,,,,,1529186.0,,,,,,,,,,,,345.63,,,,,,,,,,,1033991.0,,,,,,,,142177.0,,,,,,,,237934.0,,,,,,,,653880.0,,,,,,,,1529186.0,,,,,,,,,440642.0,,,,,,,,,95278.0,,,,,,,,,
December 2022,Dakshin Dinajpur,,927011.0,,,,,,,,,,,644613.0,,,,,,,,,,484986.0,,,,,,,,,,,,,638743.0,,,,,,,,,933246.0,,,,,,,,,,,,,,,,,,,,1129599.0,,,,,,,,,,,,326.8,,,,,,,,,,,626006.0,,,,,,,,68248.0,,,,,,,,140697.0,,,,,,,,417061.0,,,,,,,,1129599.0,,,,,,,,,196353.0,,,,,,,,,74671.0,,,,,,,,,
December 2022,Hooghly,,1945135.0,,,,,,,,,,,1335550.0,,,,,,,,,,921736.0,,,,,,,,,,,,,1388296.0,,,,,,,,,1544057.0,,,,,,,,,,,,,,,,,,,,2257286.0,,,,,,,,,,,,1023.71,,,,,,,,,,,1757561.0,,,,,,,,221256.0,,,,,,,,400993.0,,,,,,,,1135312.0,,,,,,,,2257286.0,,,,,,,,,713229.0,,,,,,,,,105829.0,,,,,,,,,
December 2022,Howrah,,1649413.0,,,,,,,,,,,1144394.0,,,,,,,,,,796754.0,,,,,,,,,,,,,1267738.0,,,,,,,,,1280342.0,,,,,,,,,,,,,,,,,,,,1941148.0,,,,,,,,,,,,824.23,,,,,,,,,,,1407831.0,,,,,,,,177920.0,,,,,,,,331473.0,,,,,,,,898438.0,,,,,,,,1941148.0,,,,,,,,,660806.0,,,,,,,,,95186.0,,,,,,,,,
December 2022,Jalpaiguri,,1484773.0,,,,,,,,,,,1005828.0,,,,,,,,,,743496.0,,,,,,,,,,,,,1317943.0,,,,,,,,,1143440.0,,,,,,,,,,,,,,,,,,,,1749324.0,,,,,,,,,,,,645.83,,,,,,,,,,,1048523.0,,,,,,,,135683.0,,,,,,,,272789.0,,,,,,,,640051.0,,,,,,,,1749324.0,,,,,,,,,605884.0,,,,,,,,,107825.0,,,,,,,,,
December 2022,Kolkata,,654130.0,,,,,,,,,,,456845.0,,,,,,,,,,367107.0,,,,,,,,,,,,,601027.0,,,,,,,,,6684.0,,,,,,,,,,,,,,,,,,,,823952.0,,,,,,,,,,,,335.76,,,,,,,,,,,1918967.0,,,,,,,,164797.0,,,,,,,,406249.0,,,,,,,,1347921.0,,,,,,,,823952.0,,,,,,,,,817268.0,,,,,,,,,80089.0,,,,,,,,,
December 2022,Malda,,2653261.0,,,,,,,,,,,1788375.0,,,,,,,,,,1314426.0,,,,,,,,,,,,,1572970.0,,,,,,,,,2669194.0,,,,,,,,,,,,,,,,,,,,3102801.0,,,,,,,,,,,,953.11,,,,,,,,,,,1534982.0,,,,,,,,207538.0,,,,,,,,338658.0,,,,,,,,988786.0,,,,,,,,3102801.0,,,,,,,,,433607.0,,,,,,,,,280364.0,,,,,,,,,
December 2022,Murshidabad,,3519947.0,,,,,,,,,,,2395961.0,,,,,,,,,,1805441.0,,,,,,,,,,,,,2760738.0,,,,,,,,,3060804.0,,,,,,,,,,,,,,,,,,,,4201402.0,,,,,,,,,,,,1261.86,,,,,,,,,,,2629706.0,,,,,,,,349783.0,,,,,,,,535870.0,,,,,,,,1744053.0,,,,,,,,4201402.0,,,,,,,,,1140598.0,,,,,,,,,286741.0,,,,,,,,,
December 2022,Nadia,,2361229.0,,,,,,,,,,,1677865.0,,,,,,,,,,1237499.0,,,,,,,,,,,,,1844469.0,,,,,,,,,1966957.0,,,,,,,,,,,,,,,,,,,,2915364.0,,,,,,,,,,,,1076.04,,,,,,,,,,,1699029.0,,,,,,,,211304.0,,,,,,,,327124.0,,,,,,,,1160601.0,,,,,,,,2915364.0,,,,,,,,,948407.0,,,,,,,,,202235.0,,,,,,,,,
December 2022,North 24 Parganas,,3488026.0,,,,,,,,,,,2416172.0,,,,,,,,,,1728490.0,,,,,,,,,,,,,2748086.0,,,,,,,,,2413698.0,,,,,,,,,,,,,,,,,,,,4144662.0,,,,,,,,,,,,1752.01,,,,,,,,,,,2886390.0,,,,,,,,334812.0,,,,,,,,603946.0,,,,,,,,1947632.0,,,,,,,,4144662.0,,,,,,,,,1730964.0,,,,,,,,,220017.0,,,,,,,,,
December 2022,Paschim Medinipur,,2424230.0,,,,,,,,,,,1662031.0,,,,,,,,,,1228668.0,,,,,,,,,,,,,1645330.0,,,,,,,,,2450530.0,,,,,,,,,,,,,,,,,,,,2890699.0,,,,,,,,,,,,1307.16,,,,,,,,,,,1928573.0,,,,,,,,229442.0,,,,,,,,394682.0,,,,,,,,1304449.0,,,,,,,,2890699.0,,,,,,,,,440169.0,,,,,,,,,139633.0,,,,,,,,,
December 2022,Purba Bardhaman,,2882034.0,,,,,,,,,,,2180527.0,,,,,,,,,,1326076.0,,,,,,,,,,,,,2193291.0,,,,,,,,,2425293.0,,,,,,,,,,,,,,,,,,,,3506603.0,,,,,,,,,,,,1171.42,,,,,,,,,,,2328112.0,,,,,,,,266572.0,,,,,,,,560418.0,,,,,,,,1501122.0,,,,,,,,3506603.0,,,,,,,,,1081310.0,,,,,,,,,177288.0,,,,,,,,,
December 2022,Purba Medinipur,,2137470.0,,,,,,,,,,,1423540.0,,,,,,,,,,1119060.0,,,,,,,,,,,,,1504819.0,,,,,,,,,2330089.0,,,,,,,,,,,,,,,,,,,,2542600.0,,,,,,,,,,,,1234.88,,,,,,,,,,,1646244.0,,,,,,,,265931.0,,,,,,,,316077.0,,,,,,,,1064236.0,,,,,,,,2542600.0,,,,,,,,,212511.0,,,,,,,,,110413.0,,,,,,,,,
December 2022,Purulia,,1603157.0,,,,,,,,,,,1049045.0,,,,,,,,,,864357.0,,,,,,,,,,,,,1105729.0,,,,,,,,,1605556.0,,,,,,,,,,,,,,,,,,,,1913402.0,,,,,,,,,,,,912.26,,,,,,,,,,,807762.0,,,,,,,,91890.0,,,,,,,,188754.0,,,,,,,,527118.0,,,,,,,,1913402.0,,,,,,,,,307846.0,,,,,,,,,146114.0,,,,,,,,,
December 2022,South 24 Parganas,,4005971.0,,,,,,,,,,,2747253.0,,,,,,,,,,2037480.0,,,,,,,,,,,,,2905149.0,,,,,,,,,3992361.0,,,,,,,,,,,,,,,,,,,,4784733.0,,,,,,,,,,,,1802.04,,,,,,,,,,,2122661.0,,,,,,,,263773.0,,,,,,,,466952.0,,,,,,,,1391936.0,,,,,,,,4784733.0,,,,,,,,,792372.0,,,,,,,,,345316.0,,,,,,,,,
December 2022,Uttar Dinajpur,,2017695.0,,,,,,,,,,,1417925.0,,,,,,,,,,1103631.0,,,,,,,,,,,,,1264420.0,,,,,,,,,1985648.0,,,,,,,,,,,,,,,,,,,,2521556.0,,,,,,,,,,,,560.74,,,,,,,,,,,938109.0,,,,,,,,120284.0,,,,,,,,207379.0,,,,,,,,610446.0,,,,,,,,2521556.0,,,,,,,,,535908.0,,,,,,,,,237566.0,,,,,,,,,
December 2023,Alipurduar,,,503804.0,,,,,,,,,,,334723.0,,,,,,,,,,250669.0,,,,,,,,,,,,,496599.0,,,,,,,,,384418.0,,,,,,,,,,,,,,,,,,,,585392.0,,,,,,,,,,,,250.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200974.0,,,,,,,,,,35445.0,,,,,,
December 2023,Bankura,,,1868002.0,,,,,,,,,,,1238835.0,,,,,,,,,,991883.0,,,,,,,,,,,,,1273904.0,,,,,,,,,1939029.0,,,,,,,,,,,,,,,,,,,,2230718.0,,,,,,,,,,,,1167.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291689.0,,,,,,,,,,125214.0,,,,,,
December 2023,Birbhum,,,1948406.0,,,,,,,,,,,1339330.0,,,,,,,,,,997295.0,,,,,,,,,,,,,1370573.0,,,,,,,,,1883227.0,,,,,,,,,,,,,,,,,,,,2336625.0,,,,,,,,,,,,952.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453398.0,,,,,,,,,,147894.0,,,,,,
December 2023,Cooch Behar,,,1400825.0,,,,,,,,,,,910315.0,,,,,,,,,,718245.0,,,,,,,,,,,,,1254360.0,,,,,,,,,1170332.0,,,,,,,,,,,,,,,,,,,,1628560.0,,,,,,,,,,,,435.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458228.0,,,,,,,,,,98035.0,,,,,,
December 2023,Darjeeling,,,545318.0,,,,,,,,,,,373044.0,,,,,,,,,,262807.0,,,,,,,,,,,,,500656.0,,,,,,,,,295132.0,,,,,,,,,,,,,,,,,,,,635851.0,,,,,,,,,,,,365.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340719.0,,,,,,,,,,41028.0,,,,,,
December 2023,Hooghly,,,2077987.0,,,,,,,,,,,1417417.0,,,,,,,,,,977308.0,,,,,,,,,,,,,1488867.0,,,,,,,,,1641554.0,,,,,,,,,,,,,,,,,,,,2394725.0,,,,,,,,,,,,1191.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753171.0,,,,,,,,,,118923.0,,,,,,
December 2023,Howrah,,,1768518.0,,,,,,,,,,,1213120.0,,,,,,,,,,849342.0,,,,,,,,,,,,,1355655.0,,,,,,,,,1359164.0,,,,,,,,,,,,,,,,,,,,2062462.0,,,,,,,,,,,,986.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703298.0,,,,,,,,,,96104.0,,,,,,
December 2023,Jalpaiguri,,,1330640.0,,,,,,,,,,,879367.0,,,,,,,,,,652311.0,,,,,,,,,,,,,1103781.0,,,,,,,,,1019307.0,,,,,,,,,,,,,,,,,,,,1531678.0,,,,,,,,,,,,600.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512371.0,,,,,,,,,,104198.0,,,,,,
December 2023,Jhargram,,,379606.0,,,,,,,,,,,261233.0,,,,,,,,,,209733.0,,,,,,,,,,,,,252598.0,,,,,,,,,439451.0,,,,,,,,,,,,,,,,,,,,470966.0,,,,,,,,,,,,256.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31515.0,,,,,,,,,,25205.0,,,,,,
December 2023,Kalimpong,,,25377.0,,,,,,,,,,,17275.0,,,,,,,,,,14187.0,,,,,,,,,,,,,27375.0,,,,,,,,,18705.0,,,,,,,,,,,,,,,,,,,,31462.0,,,,,,,,,,,,20.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12757.0,,,,,,,,,,1482.0,,,,,,
December 2023,Kolkata,,,762978.0,,,,,,,,,,,523704.0,,,,,,,,,,420912.0,,,,,,,,,,,,,713378.0,,,,,,,,,7132.0,,,,,,,,,,,,,,,,,,,,944616.0,,,,,,,,,,,,394.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937484.0,,,,,,,,,,95265.0,,,,,,
December 2023,Malda,,,2871080.0,,,,,,,,,,,1897108.0,,,,,,,,,,1416896.0,,,,,,,,,,,,,1763788.0,,,,,,,,,2850318.0,,,,,,,,,,,,,,,,,,,,3314004.0,,,,,,,,,,,,1129.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463686.0,,,,,,,,,,292562.0,,,,,,
December 2023,Murshidabad,,,3850538.0,,,,,,,,,,,2550729.0,,,,,,,,,,1966861.0,,,,,,,,,,,,,3078336.0,,,,,,,,,3331326.0,,,,,,,,,,,,,,,,,,,,4517590.0,,,,,,,,,,,,1506.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186264.0,,,,,,,,,,316126.0,,,,,,
December 2023,Nadia,,,2536907.0,,,,,,,,,,,1765499.0,,,,,,,,,,1311330.0,,,,,,,,,,,,,1987758.0,,,,,,,,,2077045.0,,,,,,,,,,,,,,,,,,,,3076829.0,,,,,,,,,,,,1247.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999784.0,,,,,,,,,,213868.0,,,,,,
December 2023,Paschim Bardhaman,,,1227713.0,,,,,,,,,,,989345.0,,,,,,,,,,514432.0,,,,,,,,,,,,,724691.0,,,,,,,,,873148.0,,,,,,,,,,,,,,,,,,,,1503777.0,,,,,,,,,,,,520.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630629.0,,,,,,,,,,98654.0,,,,,,
December 2023,Purba Bardhaman,,,1882935.0,,,,,,,,,,,1324832.0,,,,,,,,,,898455.0,,,,,,,,,,,,,1639435.0,,,,,,,,,1697843.0,,,,,,,,,,,,,,,,,,,,2223287.0,,,,,,,,,,,,899.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525444.0,,,,,,,,,,87020.0,,,,,,
December 2023,Purulia,,,1727900.0,,,,,,,,,,,1108780.0,,,,,,,,,,920426.0,,,,,,,,,,,,,1192192.0,,,,,,,,,1696033.0,,,,,,,,,,,,,,,,,,,,2029206.0,,,,,,,,,,,,1077.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333173.0,,,,,,,,,,148303.0,,,,,,
December 2024,Alipurduar,,,,,,538121.0,,,,,,,,,,,,350751.0,,,,,,,,,,265007.0,,,,,,,,,,,,511655.0,,,,,,,,,,403250.0,,,,3.0,,,,,,,,,,,,,,,,615758.0,,,,,,,,,,,314.92,,,,,,,,,,,731005.0,,,,,,,,68929.0,,,,,200380.0,,,,,,,,,,,461696.0,,,,,,,,615758.0,,,,,,,,,,,212508.0,,,,,,,,,,38247.0,,
December 2024,Bankura,,,,,,2047269.0,,,,,,,,,,,,1317233.0,,,,,,,,,,1064010.0,,,,,,,,,,,,1357912.0,,,,,,,,,,2038378.0,,,,4.0,,,,,,,,,,,,,,,,2381243.0,,,,,,,,,,,1391.5,,,,,,,,,,,2028648.0,,,,,,,,214336.0,,,,,465830.0,,,,,,,,,,,1348482.0,,,,,,,,2381243.0,,,,,,,,,,,342865.0,,,,,,,,,,143078.0,,
December 2024,Birbhum,,,,,,2121973.0,,,,,,,,,,,,1392252.0,,,,,,,,,,1045723.0,,,,,,,,,,,,1436829.0,,,,,,,,,,1961977.0,,,,5.0,,,,,,,,,,,,,,,,2437975.0,,,,,,,,,,,1154.61,,,,,,,,,,,2510590.0,,,,,,,,260368.0,,,,,695886.0,,,,,,,,,,,1554336.0,,,,,,,,2437975.0,,,,,,,,,,,475998.0,,,,,,,,,,88767.0,,
