observation_id,release_id,schema_version,state_lgd_code,district_lgd_code,district,boundary_version,boundary_status,period,financial_year,periodicity,indicator_id,value,unit,source_value,source_field_label,source_id,source_artifact,source_artifact_sha256,extraction_run_id,source_table,source_page,missing_reason,quality_status,quality_flags
obs-51c2b5e12ee4d3ced895,meghalaya-standardized-preview-v2,observations-v2,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-03-31,2020-21,quarterly,pmjdy_female_accounts,39847,count,39847,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-bc60a962d8a24d4018d0,meghalaya-standardized-preview-v2,observations-v2,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-03-31,2020-21,quarterly,pmjdy_deposits_lakh,8976.04,INR lakh,8976.04,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-90f5f8a8825a2cf61163,meghalaya-standardized-preview-v2,observations-v2,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,4311,count,4311,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-b5aad51e7e7d701dec8d,meghalaya-standardized-preview-v2,observations-v2,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,3490,count,3490,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-6fef5d69c54a642bb5ee,meghalaya-standardized-preview-v2,observations-v2,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,99324,count,99324,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-de43e866fa4b4ceb5691,meghalaya-standardized-preview-v2,observations-v2,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,3722,count,3722,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-7f6d9b3820aa036b88c5,meghalaya-standardized-preview-v2,observations-v2,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,4282,count,4282,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-59c95f38cef7964cf06d,meghalaya-standardized-preview-v2,observations-v2,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,93542,count,93542,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-c2d81c392617455c34f9,meghalaya-standardized-preview-v2,observations-v2,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,85581,count,85581,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-6548f4fd6aea814608e0,meghalaya-standardized-preview-v2,observations-v2,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,94859,count,94859,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-1d41fe55bce5cf2976eb,meghalaya-standardized-preview-v2,observations-v2,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,903591,count,903591,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-1efdab3739cc57a30166,meghalaya-standardized-preview-v2,observations-v2,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,1249,count,1249,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-5515f7d2d6704c819286,meghalaya-standardized-preview-v2,observations-v2,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,784,count,784,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-1f4e45acc39abc00ec51,meghalaya-standardized-preview-v2,observations-v2,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,110398,count,110398,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-b5b1dbcc13d742f48635,meghalaya-standardized-preview-v2,observations-v2,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,9439,count,9439,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-6481775e2b832c48171b,meghalaya-standardized-preview-v2,observations-v2,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,8813,count,8813,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-8068061a349d85285067,meghalaya-standardized-preview-v2,observations-v2,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,241514,count,241514,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-9009942238ac6df9e949,meghalaya-standardized-preview-v2,observations-v2,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,498,count,498,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-444f00f4f9b55ae0a2b5,meghalaya-standardized-preview-v2,observations-v2,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,885,count,885,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-9cccc2ac7e453d4814d0,meghalaya-standardized-preview-v2,observations-v2,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,67839,count,67839,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-03e2a08c9d9d3e955f94,meghalaya-standardized-preview-v2,observations-v2,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,3093,count,3093,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-245326332164b4730946,meghalaya-standardized-preview-v2,observations-v2,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,2938,count,2938,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-5deb83713bcf2ac11081,meghalaya-standardized-preview-v2,observations-v2,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,119506,count,119506,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked
obs-6ffa58488cbf6ee6ac3f,meghalaya-standardized-preview-v2,observations-v2,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,210,count,210,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-4c0faf0fcd07be54c28d,meghalaya-standardized-preview-v2,observations-v2,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,361,count,361,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-2320ab4fb45bef3124a9,meghalaya-standardized-preview-v2,observations-v2,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,64530,count,64530,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-5203f5329edd7b267e47,meghalaya-standardized-preview-v2,observations-v2,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,12532,count,12532,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-e4ec88789428a7b096f2,meghalaya-standardized-preview-v2,observations-v2,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,12796,count,12796,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-71f4c91ea04ab632dc03,meghalaya-standardized-preview-v2,observations-v2,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,398490,count,398490,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-2090caa3c1183224b1a3,meghalaya-standardized-preview-v2,observations-v2,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,6324,count,6324,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-b7c8d0d84dffbe7b5ec3,meghalaya-standardized-preview-v2,observations-v2,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,11190,count,11190,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-ea4c21228d64d0449132,meghalaya-standardized-preview-v2,observations-v2,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-03-31,2020-21,quarterly,operative_casa,236760,count,236760,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-986e2032280dfd982077,meghalaya-standardized-preview-v2,observations-v2,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-03-31,2020-21,quarterly,aadhaar_seeded_casa,10345,count,10345,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-e0d2fddfa50c451f9dfe,meghalaya-standardized-preview-v2,observations-v2,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-03-31,2020-21,quarterly,aadhaar_authenticated_casa,4188,count,4188,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-49c44e89388ee5317b1d,meghalaya-standardized-preview-v2,observations-v2,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-03-31,2020-21,quarterly,operative_casa,219858,count,219858,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,aadhaar_authentication,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-b097418018fdcb1fa9c1,meghalaya-standardized-preview-v2,observations-v2,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,1.32,percent,1.32,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-1c1e57982d0e90f33c6a,meghalaya-standardized-preview-v2,observations-v2,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_advances_lakh,21830.32,INR lakh,21830.32,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-8a7d48827d79ff575f7a,meghalaya-standardized-preview-v2,observations-v2,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_deposits_lakh,1656492.69,INR lakh,1656492.69,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-0acd5a75bd5279fc6035,meghalaya-standardized-preview-v2,observations-v2,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,1.03,percent,1.03,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-1c586bfaab76d410832b,meghalaya-standardized-preview-v2,observations-v2,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_advances_lakh,17735.82,INR lakh,17735.82,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-40c3e31d2a77de41d157,meghalaya-standardized-preview-v2,observations-v2,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_deposits_lakh,1727307.18,INR lakh,1727307.18,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-58fa0f4c197861c31a3a,meghalaya-standardized-preview-v2,observations-v2,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,13.05,percent,13.05,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-166a8b92535407935c5c,meghalaya-standardized-preview-v2,observations-v2,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_advances_lakh,771959.37,INR lakh,771959.37,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-d5d58e18d5997e30b16d,meghalaya-standardized-preview-v2,observations-v2,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_deposits_lakh,5914456.60,INR lakh,5914456.60,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-c24fee831cac28739781,meghalaya-standardized-preview-v2,observations-v2,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,52.79,percent,52.79,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-8db2078256ac2353e35f,meghalaya-standardized-preview-v2,observations-v2,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_advances_lakh,16243.27,INR lakh,16243.27,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-cf369c19b9d15e1ee8bf,meghalaya-standardized-preview-v2,observations-v2,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_deposits_lakh,30772.09,INR lakh,30772.09,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-6362ba197d7aaf782ea0,meghalaya-standardized-preview-v2,observations-v2,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,24.98,percent,24.98,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-76b6c6a5d9d7321466d7,meghalaya-standardized-preview-v2,observations-v2,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_advances_lakh,167287.93,INR lakh,167287.93,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-86b2e1dd73960a6e2f66,meghalaya-standardized-preview-v2,observations-v2,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_deposits_lakh,669728.80,INR lakh,669728.80,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-57f58ede46c9276f19fd,meghalaya-standardized-preview-v2,observations-v2,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,30.69,percent,30.69,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-f4f386b98dd843cc0a13,meghalaya-standardized-preview-v2,observations-v2,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_advances_lakh,10878.45,INR lakh,10878.45,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-4f079a655424797d403d,meghalaya-standardized-preview-v2,observations-v2,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,total_deposits_lakh,35446.82,INR lakh,35446.82,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-b635b331214846305dd5,meghalaya-standardized-preview-v2,observations-v2,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,credit_deposit_ratio,0.50,percent,0.50,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,dfcd59d1afc23d59e41639be81d29859c4183445b7ed1c0f2c310047f853823e,slbc-meghalaya-complete-json-2026-05-11,credit_deposit_ratio,,,suspect,source_document_unlinked
